"Timestamp";"Elapsed Time";"Used Memory from Application (bytes)";"Used System`s RAM (MB)";"Used System`s RAM (%)";"Used System`s CPU (%)";"Battery Level";"Profiling Type"
"1663222477917";"00:02:03.228";"12869832";"2316.0";"41";"48";"97";"AUTOMATIC"
"1663222478918";"00:02:04.229";"14681456";"2317.0";"41";"48";"97";"AUTOMATIC"
"1663222479918";"00:02:05.229";"9096936";"2312.0";"40";"48";"97";"AUTOMATIC"
"1663222480923";"00:02:06.234";"8250616";"2312.0";"40";"17";"97";"AUTOMATIC"
"1663222481926";"00:02:07.237";"8274080";"2312.0";"40";"17";"97";"AUTOMATIC"
"1663222482929";"00:02:08.240";"8281160";"2312.0";"40";"17";"97";"AUTOMATIC"
"1663222483929";"00:02:09.240";"8554304";"2312.0";"40";"48";"97";"AUTOMATIC"
"1663222484929";"00:02:10.240";"10486480";"2315.0";"41";"48";"97";"AUTOMATIC"
"1663222485930";"00:02:11.241";"12384416";"2317.0";"41";"48";"97";"AUTOMATIC"
"1663222486935";"00:02:12.246";"10024688";"2314.0";"41";"17";"97";"AUTOMATIC"
"1663222487938";"00:02:13.249";"10048152";"2315.0";"41";"17";"97";"AUTOMATIC"
"1663222488940";"00:02:14.251";"10123664";"2315.0";"41";"39";"97";"AUTOMATIC"
"1663222489940";"00:02:15.251";"11575520";"2317.0";"41";"48";"97";"AUTOMATIC"
"1663222490941";"00:02:16.252";"13590776";"2318.0";"41";"48";"97";"AUTOMATIC"
"1663222491941";"00:02:17.252";"8156592";"2313.0";"40";"48";"97";"AUTOMATIC"
"1663222492946";"00:02:18.257";"11913616";"2317.0";"41";"17";"97";"AUTOMATIC"
"1663222493947";"00:02:19.258";"11920696";"2317.0";"41";"17";"97";"AUTOMATIC"
"1663222494947";"00:02:20.258";"13644752";"2318.0";"41";"42";"97";"AUTOMATIC"
"1663222495948";"00:02:21.259";"8080992";"2314.0";"41";"48";"97";"AUTOMATIC"
"1663222496949";"00:02:22.260";"10012240";"2316.0";"41";"48";"97";"AUTOMATIC"
"1663222497950";"00:02:23.261";"11993200";"2318.0";"41";"48";"97";"AUTOMATIC"
"1663222498951";"00:02:24.262";"13904624";"2320.0";"41";"50";"97";"AUTOMATIC"
"1663222499956";"00:02:25.267";"13911752";"2320.0";"41";"17";"97";"AUTOMATIC"
"1663222500956";"00:02:26.267";"9935792";"2317.0";"41";"48";"97";"AUTOMATIC"
"1663222501957";"00:02:27.268";"11397928";"2318.0";"41";"48";"97";"AUTOMATIC"
"1663222502957";"00:02:28.268";"13096840";"2320.0";"41";"48";"97";"AUTOMATIC"
"1663222503958";"00:02:29.269";"14745880";"2321.0";"41";"48";"97";"AUTOMATIC"
"1663222504960";"00:02:30.271";"15134064";"2321.0";"41";"48";"97";"AUTOMATIC"
"1663222505964";"00:02:31.275";"15141192";"2322.0";"41";"17";"97";"AUTOMATIC"
"1663222506964";"00:02:32.275";"9431584";"2316.0";"41";"46";"97";"AUTOMATIC"
"1663222507965";"00:02:33.276";"11105256";"2318.0";"41";"48";"97";"AUTOMATIC"
"1663222508966";"00:02:34.277";"12870184";"2319.0";"41";"48";"97";"AUTOMATIC"
"1663222509967";"00:02:35.278";"14586264";"2321.0";"41";"48";"97";"AUTOMATIC"
"1663222510968";"00:02:36.279";"8734536";"2316.0";"41";"79";"97";"AUTOMATIC"
"1663222511972";"00:02:37.283";"8741664";"2316.0";"41";"17";"97";"AUTOMATIC"
"1663222512972";"00:02:38.283";"13608488";"2320.0";"41";"48";"97";"AUTOMATIC"
"1663222513972";"00:02:39.283";"15208400";"2321.0";"41";"48";"97";"AUTOMATIC"
"1663222514973";"00:02:40.284";"9325112";"2316.0";"41";"48";"97";"AUTOMATIC"
"1663222515976";"00:02:41.287";"9692760";"2316.0";"41";"17";"97";"AUTOMATIC"
"1663222516978";"00:02:42.289";"9732608";"2316.0";"41";"17";"97";"AUTOMATIC"
"1663222517982";"00:02:43.293";"9739688";"2316.0";"41";"17";"97";"AUTOMATIC"
"1663222518982";"00:02:44.293";"14542304";"2320.0";"41";"48";"97";"AUTOMATIC"
"1663222519983";"00:02:45.294";"8486816";"2315.0";"41";"48";"97";"AUTOMATIC"
"1663222520984";"00:02:46.295";"10235824";"2317.0";"41";"48";"97";"AUTOMATIC"
"1663222521986";"00:02:47.297";"10836304";"2317.0";"41";"17";"97";"AUTOMATIC"
"1663222522989";"00:02:48.300";"10859768";"2318.0";"41";"17";"97";"AUTOMATIC"
"1663222523991";"00:02:49.302";"10866848";"2318.0";"41";"17";"97";"AUTOMATIC"
"1663222524991";"00:02:50.302";"9511440";"2317.0";"41";"48";"97";"AUTOMATIC"
"1663222525992";"00:02:51.303";"11228424";"2318.0";"41";"48";"97";"AUTOMATIC"
"1663222526993";"00:02:52.304";"12844088";"2328.0";"41";"84";"97";"AUTOMATIC"
"1663222527996";"00:02:53.307";"12130248";"2311.0";"40";"17";"97";"AUTOMATIC"
"1663222529000";"00:02:54.311";"12153712";"2291.0";"40";"17";"97";"AUTOMATIC"
"1663222530002";"00:02:55.313";"12160792";"2291.0";"40";"17";"97";"AUTOMATIC"
"1663222531002";"00:02:56.313";"11354640";"2286.0";"40";"48";"97";"AUTOMATIC"
"1663222532002";"00:02:57.313";"13104632";"2288.0";"40";"48";"97";"AUTOMATIC"
"1663222533003";"00:02:58.314";"14919000";"2289.0";"40";"48";"97";"AUTOMATIC"
"1663222534005";"00:02:59.316";"13557688";"2289.0";"40";"50";"97";"AUTOMATIC"
"1663222535007";"00:03:00.318";"13564816";"2289.0";"40";"17";"97";"AUTOMATIC"
"1663222536009";"00:03:01.320";"13572992";"2289.0";"40";"17";"97";"AUTOMATIC"
"1663222537009";"00:03:02.320";"13381616";"2289.0";"40";"48";"97";"AUTOMATIC"
"1663222538010";"00:03:03.321";"15215032";"2291.0";"40";"48";"97";"AUTOMATIC"
"1663222539011";"00:03:04.322";"9597368";"2286.0";"40";"48";"97";"AUTOMATIC"
"1663222540015";"00:03:05.326";"15084312";"2291.0";"40";"17";"97";"AUTOMATIC"
"1663222541017";"00:03:06.328";"15107776";"2291.0";"40";"17";"97";"AUTOMATIC"
"1663222542021";"00:03:07.332";"15147624";"2291.0";"40";"17";"97";"AUTOMATIC"
"1663222543021";"00:03:08.332";"9054992";"2286.0";"40";"74";"97";"AUTOMATIC"
"1663222543517";"00:03:08.828";"9062120";"2286.0";"40";"17";"97";"CHECKPOINT"
